concurrency,deployment_name,input_sequence_length_avg,output_sequence_length_avg,time_to_first_token_avg,time_to_first_token_min,time_to_first_token_max,time_to_first_token_p50,time_to_first_token_p90,time_to_first_token_p95,time_to_first_token_p99,time_to_first_token_std,inter_token_latency_avg,inter_token_latency_min,inter_token_latency_max,inter_token_latency_p50,inter_token_latency_p90,inter_token_latency_p95,inter_token_latency_p99,inter_token_latency_std,request_latency_avg,request_latency_min,request_latency_max,request_latency_p50,request_latency_p90,request_latency_p95,request_latency_p99,request_latency_std,request_throughput_avg,output_token_throughput_avg,output_token_throughput_per_user_avg,output_token_throughput_per_user_min,output_token_throughput_per_user_max,output_token_throughput_per_user_p50,output_token_throughput_per_user_p90,output_token_throughput_per_user_p95,output_token_throughput_per_user_p99,output_token_throughput_per_user_std,input_config_subcommand,input_config_template_filename,input_config_verbose,input_sequence_length_max,input_sequence_length_min,input_sequence_length_p50,input_sequence_length_p90,input_sequence_length_p95,input_sequence_length_p99,input_sequence_length_std,output_sequence_length_max,output_sequence_length_min,output_sequence_length_p50,output_sequence_length_p90,output_sequence_length_p95,output_sequence_length_p99,output_sequence_length_std,request_count_avg,time_to_second_token_avg,time_to_second_token_max,time_to_second_token_min,time_to_second_token_p50,time_to_second_token_p90,time_to_second_token_p95,time_to_second_token_p99,time_to_second_token_std
1,2a,8202.0,4.0,971.074079,956.9394729999999,985.208685,971.074079,982.3817637999999,983.7952243999999,984.92599288,14.134606,6.850020499999999,6.846454,6.853587,6.850020499999999,6.8528737,6.85323035,6.853515669999999,0.0035665,991.624141,977.478835,1005.7694469999999,991.624141,1002.9403858,1004.3549164,1005.4865408799999,14.145306,1.004616583401943,4.018466333607772,145.9850041444539,145.90899626721014,146.06101202169765,145.9850041444539,146.0458104462489,146.05341123397326,146.05949186415276,0.0760078772437538,profile,genai_perf_config.yaml,False,8202.0,8202.0,8202.0,8202.0,8202.0,8202.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,2.0,5.6351125,5.657629,5.612596,5.6351125,5.6531257,5.655377349999999,5.6571786699999995,0.0225165
11,2a,8201.136363636364,4.0,838.5333055454545,60.258737999999994,1292.5872259999999,866.9395475,1197.2643317,1285.4854073,1292.04707366,322.30174674598027,130.8876748181818,8.798244,389.864967,110.9490905,248.95601299999998,303.5991910999999,372.3493945199999,109.3343393682205,1231.1963297727273,1123.90043,1348.291802,1229.8349349999999,1345.5919798,1348.20983435,1348.27524602,73.00781505310566,8.581533898209994,34.326135592839975,33.52309017650855,2.564990662523417,113.6590437819183,9.013201257613169,100.45475878523926,110.77916087575701,113.16605105542328,41.23475009398265,profile,genai_perf_config.yaml,False,8202.0,8201.0,8201.0,8201.9,8202.0,8202.0,0.34317429251230674,4.0,4.0,4.0,4.0,4.0,4.0,0.0,22.0,373.36410927272726,1148.610401,8.589181,313.5371895,726.4904124999999,890.7388347999998,1096.2644958499998,327.7531289655024
21,2a,8201.07142857143,4.0,753.6557168809524,46.902847,1309.663883,742.440526,1143.2207405999998,1266.7851598,1304.94421474,321.3945619255336,217.1588317142857,8.940849,673.266264,161.557775,535.166058,600.1386516,643.3186069399997,202.95328482121164,1405.1322119285715,926.8677429999999,2258.136168,1305.101001,2257.9011794999997,2257.9689617,2258.13529552,530.2271605105492,11.615325977262213,46.46130390904885,28.32953082967383,1.4852964621438391,111.8462016302926,6.189736166469885,83.4916698567116,102.84616059536614,111.15952220975997,37.78279684799942,profile,genai_perf_config.yaml,False,8202.0,8201.0,8201.0,8201.0,8201.95,8202.0,0.2575393768188564,4.0,4.0,4.0,4.0,4.0,4.0,0.0,42.0,629.6778641428572,1996.9982149999998,8.914512,459.75807149999997,1582.0073745999998,1776.9720243,1907.043178929999,608.1733483321989
31,2a,8201.064516129032,4.0,906.5850158064516,266.047955,1758.191423,898.1662325,1505.9091008999999,1668.7002136999993,1750.3002757299998,360.2613910190221,260.6749368225806,9.911491999999999,814.446879,162.602671,672.6835521,739.0609607,814.38488287,261.82705904855095,1688.6098261612904,934.329115,2709.8819559999997,1642.945106,2709.2481928,2709.6844254499997,2709.81123687,650.4681815357033,14.461235880165034,57.84494352066014,28.989312764064312,1.2278271619480292,100.89298361941876,6.149960613650261,86.54805440943178,87.1290639744513,92.94588064394706,36.1672282882234,profile,genai_perf_config.yaml,False,8202.0,8201.0,8201.0,8201.0,8201.95,8202.0,0.24567010018915836,4.0,4.0,4.0,4.0,4.0,4.0,0.0,62.0,755.2805177096774,2410.295455,8.899562999999999,464.011795,1985.1282655,2184.2089944,2410.23409632,782.2437218041945
41,2a,8201.060975609756,4.0,1110.1025987195121,74.458609,3037.870536,915.862796,2392.4913334,2847.9653884,3029.0015786999998,771.5967696569646,295.15834237804876,16.366160999999998,955.049865,166.976462,812.1041812999999,885.4312442500002,907.3501249199998,300.5758560270081,1995.577625829268,948.765712,3114.879613,1953.7233514999998,3113.8325425,3114.09478335,3114.44667529,1021.2856258120229,19.956589559981094,79.82635823992437,20.693499559451634,1.0470657466665367,61.101684139609766,5.9911229353400675,59.29952488565607,59.600605672235005,60.66119270527313,24.229431559205068,profile,genai_perf_config.yaml,False,8202.0,8201.0,8201.0,8201.0,8201.95,8202.0,0.2392855715896169,4.0,4.0,4.0,4.0,4.0,4.0,0.0,82.0,851.8988187439024,2833.311068,14.064587999999999,467.88352899999995,2404.176285,2624.3114239000006,2690.0328134599995,902.7497061547059
51,2a,8201.078431372549,4.0,1165.1100814313727,47.61456,2243.662472,1135.6071474999999,1999.2379604,2145.0078666,2217.0073358699997,644.7621224113307,452.54494098039214,12.023175,1409.904074,390.07877199999996,1046.4961319000004,1270.9535506999991,1409.2483523999995,382.7586914496406,2522.7449043823526,1623.561684,4316.958208,2062.2950794999997,4316.0723908,4316.46655905,4316.95623375,1054.0898288985281,16.596108131257207,66.38443252502883,13.237803568179558,0.7092681115268555,83.17270604478433,2.5637382422084833,56.648787291754736,72.2582737683846,83.09669886613321,23.12250130422791,profile,genai_perf_config.yaml,False,8202.0,8201.0,8201.0,8201.0,8202.0,8202.0,0.2688492000157272,4.0,4.0,4.0,4.0,4.0,4.0,0.0,102.0,1324.3875306764705,4185.852664999999,12.018745,1132.175114,3095.572977000001,3769.2246481499974,4183.822351889999,1142.9011035224325
61,2a,8201.073770491803,4.0,1658.7522114590163,50.958968999999996,3883.636602,1545.5942575,3039.5606425,3627.1191143499977,3862.11442856,957.790921876554,660.2171245737705,12.327905999999999,2034.1153809999998,522.5813325,1545.1026589,1832.686968299999,1904.6228300999999,548.7324079721744,3639.403585139344,1828.578624,6181.326612,3328.5960204999997,6180.2093266,6180.597085649999,6180.9190931699995,1580.8841342981987,13.379701749887873,53.518806999551494,9.694691537702518,0.49161419717911276,81.11677684758466,1.913577732173363,40.8600735989386,69.70963518836808,80.46743660445105,20.190022495539527,profile,genai_perf_config.yaml,False,8202.0,8201.0,8201.0,8201.0,8202.0,8202.0,0.2613970281819995,4.0,4.0,4.0,4.0,4.0,4.0,0.0,122.0,1946.4150742213114,6058.151628,12.257068,1543.027562,4590.6914278,5454.142853799997,5670.0798841999995,1641.4714443128496
71,2a,8201.06338028169,4.0,2561.3568774859154,37.138025999999996,6048.756608,2345.3365325,4778.4209063,5443.650201049999,5930.273560500001,1591.5006078024662,951.5785249436619,22.276858,2033.2609129999998,936.8396759999999,1678.3540115,1827.88971305,1969.1718391199997,544.1563282498068,5416.092452366197,4811.025711,6161.129696,5352.424379,6158.9643195,6159.4880364499995,6160.85733014,565.1201936850528,12.802770116111772,51.211080464447086,3.9725619590324914,0.4918207956521122,44.88963389720399,1.0684671212134806,5.602489597439611,32.25278109914275,44.61707900467022,9.337761593607594,profile,genai_perf_config.yaml,False,8202.0,8201.0,8201.0,8201.0,8202.0,8202.0,0.24364568861980554,4.0,4.0,4.0,4.0,4.0,4.0,0.0,142.0,2768.51136828169,5864.05023,23.808011,2672.629505,4859.2933071,5432.4542296499985,5776.58107122,1625.8608499869874
81,2a,8201.061728395061,4.0,2395.17216654321,33.468117,6457.834491,1951.1188599999998,5196.615200699999,5836.214262649999,6293.450207329996,1696.0798581814736,931.7024849320987,16.24401,2845.167814,714.493481,2053.0890426,2556.8197694,2802.915339359999,762.908479868184,5190.279621314814,1607.000213,9024.976182999999,4865.4708285,8938.8856492,9018.023527049998,9020.89748414,2621.5572745376567,12.827122390208089,51.308489560832356,6.332506547396573,0.35147311700890765,61.56115392689367,1.4018340821154833,10.187949440028017,44.38007721956226,59.797740931337295,14.173019727762238,profile,genai_perf_config.yaml,False,8202.0,8201.0,8201.0,8201.0,8202.0,8202.0,0.24066158876071514,4.0,4.0,4.0,4.0,4.0,4.0,0.0,162.0,2742.9501510246914,8482.684267999999,15.320881,2107.3845985,6099.7749792,7617.37980395,8355.372629869997,2292.079699897586
91,2a,8201.060439560439,4.0,2960.7370856703296,45.251892999999995,8062.542087,2446.3095635,5967.1065306,6744.691993599999,7664.62286683,1858.5587711449405,1122.6794065879121,17.206923,3158.1666099999998,1014.4650979999999,2175.9833551,2661.736047299999,3108.6269893199997,817.3340688522479,6328.7753053846145,2536.456413,9583.515973,6937.3682985,9514.926475999999,9581.643877,9583.166888329999,2352.74605535305,12.937143699889115,51.74857479955646,5.216011558757386,0.3166394061774974,58.11614313610865,0.9861851478341727,21.46906734413946,36.87861912530029,47.067712824992746,11.467501989156432,profile,genai_perf_config.yaml,False,8202.0,8201.0,8201.0,8201.0,8202.0,8202.0,0.23829943343078505,4.0,4.0,4.0,4.0,4.0,4.0,0.0,182.0,3220.1958536483517,9239.371333,15.531170999999999,2873.404747,6275.7370187999995,7723.08652185,8851.13954275,2388.109591629494
