concurrency,time_to_first_token_avg,time_to_first_token_min,time_to_first_token_max,time_to_first_token_p50,time_to_first_token_p90,time_to_first_token_p95,time_to_first_token_p99,time_to_first_token_std,inter_token_latency_avg,inter_token_latency_min,inter_token_latency_max,inter_token_latency_p50,inter_token_latency_p90,inter_token_latency_p95,inter_token_latency_p99,inter_token_latency_std,request_latency_avg,request_latency_min,request_latency_max,request_latency_p50,request_latency_p90,request_latency_p95,request_latency_p99,request_latency_std,request_throughput_avg,output_token_throughput_avg,output_token_throughput_per_user_avg,output_token_throughput_per_user_min,output_token_throughput_per_user_max,output_token_throughput_per_user_p50,output_token_throughput_per_user_p90,output_token_throughput_per_user_p95,output_token_throughput_per_user_p99,output_token_throughput_per_user_std,input_config_subcommand,input_config_template_filename,input_config_verbose,input_sequence_length_avg,input_sequence_length_max,input_sequence_length_min,input_sequence_length_p50,input_sequence_length_p90,input_sequence_length_p95,input_sequence_length_p99,input_sequence_length_std,output_sequence_length_avg,output_sequence_length_max,output_sequence_length_min,output_sequence_length_p50,output_sequence_length_p90,output_sequence_length_p95,output_sequence_length_p99,output_sequence_length_std,request_count_avg,time_to_second_token_avg,time_to_second_token_max,time_to_second_token_min,time_to_second_token_p50,time_to_second_token_p90,time_to_second_token_p95,time_to_second_token_p99,time_to_second_token_std
201,20804.299538439056,439.046544,33953.963479,21172.438904,29226.663008000003,31830.723184299997,33637.944938249995,7326.854874675845,23.48160185074627,13.189169,24.782743999999997,24.21414,24.635045899999998,24.680918899999998,24.72980719,1.6315034357892195,32768.55321619652,7165.522889999999,46412.778464999996,33285.675322999996,40678.27322619999,43839.921365300004,46102.534163129996,7282.449245887409,5.553903339810306,2835.302194173036,42.83139513486556,40.35065689255395,75.8197881913561,41.29818364814013,48.11010276237992,50.637594665467105,57.46085032243849,3.560375915948798,profile,genai_perf_config.yaml,False,5000.05223880597,5001.0,5000.0,5000.0,5000.0,5001.0,5001.0,0.22250823158023245,510.5062189054726,513.0,145.0,511.0,511.0,511.0,512.0,12.904883997036007,804.0,38.63204390422886,62.615851,3.591839,40.081475,51.6653525,52.13242395,53.622197039999996,11.500174532458237
211,22194.358357163506,745.487349,34039.043437,23211.902609499997,31273.669163000006,32341.24370135,34034.55945577,7601.095044835194,23.58755357464455,14.706750999999999,25.046699999999998,24.258967,24.585126199999998,24.685042799999998,24.996335600000002,1.6565415985555807,34214.27754539573,8246.207538999999,46525.951578,34964.778321,43058.3747499,44784.71072259999,46520.28625397,7679.3052234398365,5.570732721928835,2844.30128095743,42.65160046179489,39.92541931671637,67.99598361323993,41.22187070875037,46.37246009851017,51.30721497202112,57.503814872844096,3.6808105429880387,profile,genai_perf_config.yaml,False,5000.050947867298,5001.0,5000.0,5000.0,5000.0,5000.85,5001.0,0.21989129613585132,510.5793838862559,514.0,202.0,511.0,511.0,511.0,512.0,10.636813548427261,844.0,39.552754131516586,287.031441,2.765965,39.9246495,52.1467817,52.96917484999999,55.30425302999999,14.417570396521185
221,23891.651441729635,455.154502,33600.317334,25560.076464499998,31131.215688599998,32056.645360249997,33431.34690243,7908.774600741481,23.425313971719458,14.223314,24.783406,24.132830499999997,24.669685199999996,24.6923422,24.73522359,1.6380408406701878,35837.79917738348,7709.044677,46066.120928,37391.401076999995,43350.565742,44609.3837697,45897.85153023,8000.804322194861,5.588369584375363,2855.473528749355,42.93972218298341,40.34957906915619,70.30710283130921,41.43733020749053,46.20513329737037,50.8799011100463,56.30352562709946,3.6181970885263364,profile,genai_perf_config.yaml,False,5000.0509049773755,5001.0,5000.0,5000.0,5000.0,5000.85,5001.0,0.2198036866250399,510.96719457013575,517.0,509.0,511.0,511.0,511.0,512.0,0.4804417303483424,884.0,38.202152816742085,196.49894799999998,0.22994099999999998,37.0270815,51.9247967,52.54090665,54.622074319999996,12.37465741274043
231,24637.827177244584,394.43863899999997,33755.84076,26617.2727355,30768.6807065,32126.1969798,33750.87692246,7405.993224018592,24.002408939393938,13.885824999999999,25.056765,24.5813405,24.789034899999997,24.8148442,24.855284049999998,1.5171811371938246,36877.81051934849,7420.665926,46310.475091,39145.158158499995,43302.55800410001,44702.1494271,46306.37348247,7571.982819112413,5.65862374721288,2891.2627803454075,41.873699196713936,39.90938175778078,72.01588670460704,40.68126392507072,44.7540944858227,48.758709936942395,57.13580422775635,3.3668106499425052,profile,genai_perf_config.yaml,False,5000.051948051948,5001.0,5000.0,5000.0,5000.0,5001.0,5001.0,0.22192217520305274,510.94805194805195,513.0,507.0,511.0,511.0,511.0,512.0,0.4075936318564991,924.0,42.63030591774892,222.753806,2.540782,49.4538235,52.4045011,53.355117549999996,54.70677704999999,12.931879476530854
241,27229.992266349585,1412.318844,35677.316565,29030.5519245,34488.631154999995,35061.015554,35674.05365044,8162.6285607753425,23.81039614211618,13.698698,24.847879,24.4538805,24.6898733,24.75348685,24.77788219,1.6661661676423452,39371.4043393112,9717.746731,48059.566596,41234.7140025,46786.4278297,47392.120940349996,48056.65776726999,8211.332579381396,5.526978807568437,2823.8275002270093,42.27516063757915,40.24488367799924,72.99963835979156,40.89330525683381,46.6296476118192,49.00965157089879,64.72431077776706,4.012135846922572,profile,genai_perf_config.yaml,False,5000.0508298755185,5001.0,5000.0,5000.0,5000.0,5000.85,5001.0,0.21965017476302745,510.91701244813277,514.0,486.0,511.0,511.0,511.0,512.0,0.9174207235927305,964.0,53.394962379668044,277.850785,1.835079,45.2869445,52.9566963,255.72948224999996,276.6531343,55.50556838666551
251,28885.716109890436,845.3132569999999,45778.300379,31557.1850445,34902.885233,35383.75906965,40783.52528022,8727.659734846895,23.684148946215135,13.727272999999999,24.742037999999997,24.3719745,24.630385899999997,24.6536778,24.70440412,1.7841214100020493,40961.07878021215,8460.66471,55982.561867,43528.089127,47258.7620789,47477.0773005,51637.83637888001,8721.214738874178,5.536974318060572,2828.5611244153797,42.53054424970802,40.41704244411879,72.84768067190038,41.030733887222695,46.95030448025802,50.6669919928458,59.57346510260901,4.1275723606275845,profile,genai_perf_config.yaml,False,5000.051792828685,5001.0,5000.0,5000.0,5000.0,5001.0,5001.0,0.22160850972387852,510.8496015936255,514.0,451.0,511.0,511.0,511.0,512.0,2.0896943677092374,1004.0,40.49747660856574,80.62329299999999,1.9346079999999999,43.732930499999995,52.0894809,52.797177649999995,57.9328403,11.561372358441329
261,29552.714881033524,752.488618,42520.489265,32150.2766605,36230.75360419999,37335.03343815,39974.832033209976,8938.033309438684,23.68745571264368,15.008315,24.903599,24.403405,24.659195,24.742904149999998,24.78722856,1.4257590551752615,41630.06553270881,8406.729174,53826.482002,44580.722773,48044.9463312,49345.23409194999,51294.29636489998,9023.263252721088,5.654194270660973,2888.5133834428384,42.39512458829071,40.15483866408225,66.62973158545779,40.97788812684942,45.835724510638656,47.719004846034785,54.38052498703833,2.9919508710833096,profile,genai_perf_config.yaml,False,5000.050766283525,5001.0,5000.0,5000.0,5000.0,5000.85,5001.0,0.2195200856003233,510.86206896551727,513.0,433.0,511.0,511.0,511.0,512.0,2.460830687675339,1044.0,40.74798805076628,59.561550999999994,0.006327999999999999,43.734137499999996,51.9268198,52.524552299999996,54.09513691999998,10.708620611714238
271,29896.085592486164,490.930687,43032.241374,31041.592007,36840.6525678,38039.67741565,41020.14329965,9089.268645938178,24.359795340405903,12.910451,25.028183,24.7262725,24.8622808,24.8874053,24.94363114,0.9042904016566576,42313.85422950553,7075.260923,55339.7399,43677.747945999996,49200.912786199995,50576.479220999994,53411.71768848,9294.490912843537,5.768618760565098,2946.3912128109187,41.12174811399998,39.95495797677363,77.45662796752801,40.442812397243536,42.72604715981581,44.62107333396385,48.367870608038025,1.9492354336445563,profile,genai_perf_config.yaml,False,5000.0507380073805,5001.0,5000.0,5000.0,5000.0,5000.85,5001.0,0.21946221084089482,510.7619926199262,514.0,308.0,511.0,511.0,511.0,512.0,6.172683701093573,1084.0,44.80023386900369,227.360111,1.5932309999999998,49.9948535,52.5511756,53.437461699999986,56.60037388,13.492755187171818
281,31781.10029555783,478.3196,45061.480580999996,33199.772954,39824.6402623,41714.397367349986,44279.98637496,9926.298385619784,24.03010743683274,15.040631,25.216970999999997,24.4597545,24.7579587,24.7875318,24.862280489999996,1.4823290993649667,44027.1466154653,8319.419767,57256.833733,45184.287853999995,52259.761153499996,54098.66286964999,56609.28303799,10082.740510590726,5.717293577204791,2919.3701433396473,41.83313504445246,39.65583336713993,66.48657227213405,40.88348474654415,42.997108087617285,43.69351486670747,62.018457484913306,3.570098380416626,profile,genai_perf_config.yaml,False,5000.051601423487,5001.0,5000.0,5000.0,5000.0,5001.0,5001.0,0.22122096777114864,510.62099644128114,513.0,142.0,511.0,511.0,511.0,512.0,11.01263204177511,1124.0,43.22713589412811,68.13123,3.8202049999999996,47.216891,52.5297411,53.35619249999999,58.68780279999999,10.36238261571993
291,33565.05960388144,504.181476,47695.22094,36845.408991,40630.7587434,43521.85497744999,46651.15760617994,9866.979158488242,24.10129507560137,11.983608,25.062768,24.522222499999998,24.692436899999997,24.737203949999998,24.83631428,1.2749431975702294,45853.43184432817,6615.821761,60098.962056,49317.161591,53034.7705771,55473.0068058,58762.45444032992,9997.708134502464,5.6816645355913495,2902.5691174916883,41.65070993419216,39.8998227171077,83.44732237569853,40.7793380068424,42.90330417696066,44.19185900037752,56.69685081545012,3.058856255205132,profile,genai_perf_config.yaml,False,5000.050687285223,5001.0,5000.0,5000.0,5000.0,5000.85,5001.0,0.21935834686661154,510.8659793814433,514.0,411.0,511.0,511.0,511.0,513.0,2.969069181938173,1164.0,43.64828154209622,67.702142,1.807049,48.74093,52.2113711,52.88342529999999,55.02085921999999,10.427967553400663
301,35624.01358989036,954.3245969999999,49750.664811999995,38370.2098,44782.106575,47677.25674069998,49645.370068380005,10672.490271714483,23.97993347425249,15.029501,24.923416,24.535209,24.7469576,24.79641405,24.832934690000002,1.527827235983971,47852.428890722585,8643.459370999999,62289.946444999994,50718.262925999996,56711.013891099996,59622.40560794999,62184.5076726,10803.841125645233,5.624087935090734,2873.600637652199,41.92732721284837,40.12291092039711,66.53580847428002,40.757753484953284,44.83277184258626,47.65096335972691,63.0425465852644,3.582361690237183,profile,genai_perf_config.yaml,False,5000.051495016612,5001.0,5000.0,5000.0,5000.0,5001.0,5001.0,0.22100515802916923,510.9451827242525,515.0,508.0,511.0,511.0,511.0,512.0,0.4632526737122502,1204.0,43.39173964036545,68.636578,2.922456,49.282371999999995,52.244586,52.86325479999999,54.784319749999995,10.6947531336725
311,35380.932683062696,86.36846,49227.677126999995,37875.8423995,45719.8272934,48364.891335,49140.02929194999,11017.939125405872,24.01572029823151,8.480303,25.039814999999997,24.555699999999998,24.7710995,24.80374255,24.88063936,1.5492159548527529,47627.55438330225,4424.192685,61775.136503999995,50398.8056735,58028.1356636,60835.14945254999,61692.64205686,11230.70120030374,5.5912469435515835,2856.817062721495,41.89562205217655,39.9363972936701,117.92031487554159,40.72374235967138,44.97878296694314,48.5418992793688,57.409286937390604,4.264618286762176,profile,genai_perf_config.yaml,False,5000.050643086816,5001.0,5000.0,5000.0,5000.0,5000.85,5001.0,0.21926779192210238,510.94453376205786,514.0,503.0,511.0,511.0,511.0,512.0,0.6008921753662578,1244.0,43.07728219614148,68.84688799999999,2.5014659999999997,48.9189295,52.278251899999994,53.02129615,55.71620169999998,10.797802173449343
321,34606.26121450779,82.17314499999999,52546.781455,38099.3425325,44981.994282,46455.17710325,48160.65184694999,11825.324559078632,24.14084352647975,9.269936,24.82479,24.517602999999998,24.700045399999997,24.723315899999996,24.74407805,1.2679022506258466,46915.05088583723,4809.840735,64525.779091,50642.466631999996,57513.078643,59053.6330949,60744.890405,12090.240124295608,5.667601015580249,2895.2745571234473,41.60662598557879,40.28231457345662,107.87560992869854,40.78702147297319,42.59359600921022,43.763074957167944,54.48418182172757,3.6601440061746535,profile,genai_perf_config.yaml,False,5000.050623052959,5001.0,5000.0,5000.0,5000.0,5000.85,5001.0,0.21922673073455495,510.84657320872276,515.0,390.0,511.0,511.0,511.0,512.0,3.4043191049941273,1284.0,44.210300594236756,311.380647,3.6889,48.8293745,52.6203675,53.521703249999995,61.91784748000005,16.777288298065148
331,34912.12601597961,649.815333,52795.002048999995,38122.9519045,46147.9660924,47564.47417544999,48653.130658639995,12390.531324501697,24.00381304758308,15.962066,25.206460999999997,24.569733,24.7933402,24.828209649999998,24.93532028,1.4489959466916826,47144.622248003776,8790.469212,64533.946539,50613.7352155,58401.1341387,60033.70781955,60586.901116739995,12688.51330271662,5.70123281621105,2911.138180939246,41.849897192375444,39.67236812815572,62.64853183792123,40.700482988563266,43.81226136550766,46.684022393171176,58.39615928936205,3.1677455051574523,profile,genai_perf_config.yaml,False,5000.051359516617,5001.0,5000.0,5000.0,5000.0,5001.0,5001.0,0.2207299632339315,510.6155589123867,516.0,119.0,511.0,511.0,511.0,512.0,10.780048970456567,1324.0,42.5429289070997,215.09089799999998,0.012562,49.073318,52.4508988,53.043535299999995,58.00438845,12.250438342613954
341,35397.05065856378,1075.809381,57521.916571999995,39230.963462499996,48755.9398428,50579.9916816,54567.70697715999,13377.507596084444,23.92918612829912,12.522953,25.201726999999998,24.5204465,24.677229399999998,24.7439382,24.84604439,1.6405147111800529,47599.54504628152,9592.836651,68514.107232,51793.092139,61213.07446059999,62574.056049449995,65697.45497304,13544.668673604734,5.673838903772822,2898.998903352617,42.08203962957539,39.679820355168516,79.85337004778346,40.78229162897568,45.45682502961313,47.27399490190541,63.9818306155713,4.376219870966912,profile,genai_perf_config.yaml,False,5000.050586510264,5001.0,5000.0,5000.0,5000.0,5000.85,5001.0,0.21915180866980533,510.94134897360703,517.0,504.0,511.0,511.0,511.0,512.0,0.5132467507846773,1364.0,42.098828178152495,307.14556699999997,2.413799,47.3822025,52.2105297,53.07627414999999,55.70431906999996,14.889284311321344
351,35245.69753591738,740.7837519999999,57920.1741,39259.871792499995,48368.187218,51030.86336495,54095.151784609996,13140.88548255205,24.28139249145299,16.200421,25.219614,24.679789,24.8886747,24.906607949999998,24.956190069999998,1.1216564681859102,47627.01576406766,9001.265502999999,70107.930649,51925.417977,60905.2583004,63719.53342959999,66438.36129177999,13396.998004825804,5.760727199223676,2943.214610464907,41.29007214217373,39.651677460249786,61.72679092722343,40.5189849917233,43.34323857823493,44.97610837789684,51.40472052828281,2.3152396281654752,profile,genai_perf_config.yaml,False,5000.051282051282,5001.0,5000.0,5000.0,5000.0,5001.0,5001.0,0.2205724427446827,510.9102564102564,514.0,503.0,511.0,511.0,511.0,512.0,0.6007428376982976,1404.0,45.12204227706553,239.15525499999998,2.871244,50.070142999999995,52.54723979999999,53.2550142,55.50946943,12.287230376430891
361,35902.05605382202,632.875727,58849.636521,40623.027248499995,51310.059140699996,53004.286321299995,56729.781641249996,13953.505952710155,24.2041448234072,14.43562,25.175884,24.5973735,24.8110397,24.8770196,24.94493789,1.474358011302324,48232.069681259,8921.069443,71302.900251,53215.0020125,63849.0820929,65587.14877515,69256.95249499999,14221.63984063946,5.774235050386392,2947.3631105596232,41.53235777861688,39.72055161995503,69.27308975991333,40.65474714216491,41.96310101962161,43.85044525775553,62.918316517370684,3.590726740510368,profile,genai_perf_config.yaml,False,5000.0505540166205,5001.0,5000.0,5000.0,5000.0,5000.85,5001.0,0.21908516157885488,510.4335180055402,514.0,107.0,511.0,511.0,511.0,512.0,13.640989886190832,1444.0,45.07219529085872,257.705304,2.825789,49.1140575,52.6212407,53.460930649999995,56.899186969999995,11.628361321123732
371,37753.1665573504,548.901706,62511.215972,41849.299665,54372.15017759999,56726.284266049995,61132.78352374001,14331.644758023584,24.18011635444744,14.323879999999999,25.708339,24.611838499999998,24.7874897,24.83672985,24.87902073,1.2583942687420449,50083.23441204313,7854.080515,75064.932678,54182.834655,66677.3073664,69145.46570605,73337.54832675999,14506.677220644246,5.712967687301684,2918.9107196732707,41.50045674384954,38.897884456868255,69.81348629002756,40.630853318841076,42.93559184765262,45.96449593133249,58.26926441386196,2.7992264988520623,profile,genai_perf_config.yaml,False,5000.050539083558,5001.0,5000.0,5000.0,5000.0,5000.85,5001.0,0.21905452424242208,510.92722371967653,514.0,491.0,511.0,511.0,511.0,512.0,0.6699862017955344,1484.0,44.09424120080862,232.059397,0.25798499999999996,49.7259045,52.5488991,53.15885855,55.82778874000001,13.043587095491405
381,39498.327042227036,1148.7862209999998,63341.225816,46512.190653,54780.20814059999,57677.927296649985,62002.748212579994,15293.905375907483,24.08215993110236,15.623866,25.028233,24.5522855,24.701707399999997,24.74079325,24.8202566,1.426526958735706,51772.705163456696,9339.412237,75767.330032,58328.9492685,67083.3595237,69926.73108559998,74087.98763582998,15477.23822847336,5.714135311002567,2917.857206549371,41.7166194691714,39.95487815699973,64.00464520113012,40.72940582252896,42.67182624647046,47.051511440328426,59.04082688324256,3.2606841397519983,profile,genai_perf_config.yaml,False,5000.0511811023625,5001.0,5000.0,5000.0,5000.0,5001.0,5001.0,0.2203669601441973,510.6384514435696,514.0,56.0,511.0,511.0,511.0,512.0,11.65891531247184,1524.0,43.84194480643044,73.449457,0.0028829999999999997,49.428051499999995,52.1888146,52.79834775,56.57854937999999,10.796945069894816
391,41908.02829946611,793.993039,63400.716649999995,50179.815119499995,57591.69751409999,59688.46803719999,63156.377876629995,16312.821120465516,24.219923824168795,12.855654999999999,25.381709999999998,24.602935499999997,24.8334834,24.884607149999997,25.3140778,1.3407109289929136,54258.97955421994,7350.377259,75974.06945899999,62832.7681505,70285.8713607,72292.2588806,75736.07764276999,16509.753816953376,5.685699751000528,2905.109014845299,41.45606433917461,39.39844872547989,77.7867794367537,40.64555630904049,42.66368555845101,45.67912158479077,59.07178419876187,3.064094315901147,profile,genai_perf_config.yaml,False,5000.050511508952,5001.0,5000.0,5000.0,5000.0,5000.85,5001.0,0.2189979370105084,510.95012787723783,517.0,506.0,511.0,511.0,511.0,512.0,0.45382008447115574,1564.0,43.26602979667519,346.12654699999996,0.01066,49.7641545,52.562554999999996,53.1958413,56.72440481999997,14.559065361426015
401,42884.82883399439,79.83130299999999,67073.993319,54009.7867605,57095.3759309,60860.7733026,63036.16008979,17137.434293657832,24.060419364713216,7.676704,25.169635,24.3526475,24.711760899999998,24.8002231,24.867160629999997,1.201842810723274,55150.53360876558,3994.950199,79259.840753,66416.9125675,69454.2617377,73135.07909545,75359.15797276,17345.98217789514,5.728870893205361,2926.2172475444922,41.73442678695932,39.73041325390694,130.26423840231433,41.06329719929289,42.859542195543696,43.486870613080704,53.788996677711985,3.828242209141045,profile,genai_perf_config.yaml,False,5000.0511221945135,5001.0,5000.0,5000.0,5000.0,5001.0,5001.0,0.22024694263897865,510.78428927680795,515.0,253.0,511.0,511.0,511.0,512.0,6.453718026470999,1604.0,46.50421841770574,310.690852,0.0023,48.165312,52.2415434,53.16928804999999,57.545701960000024,22.919753775957062
411,43048.30674490328,80.41406599999999,67897.95875599999,54404.793777,61148.6351676,61583.670815749996,65698.49323901,18389.003002103997,24.471474831508516,11.015542,25.121332,24.6791605,24.863442199999998,24.8846473,24.92682945,1.268843260925028,55524.42317686922,5804.606143999999,80457.371716,67006.1091115,73726.78991739999,74152.2411843,78254.43387053999,18657.36428741465,5.7658666503968306,2945.347779523514,41.06415195825313,39.80680642252568,90.7808258549602,40.52001687825109,41.12229639222523,41.89018889408244,49.30309885200591,3.952384762944049,profile,genai_perf_config.yaml,False,5000.0504866180045,5001.0,5000.0,5000.0,5000.0,5000.85,5001.0,0.21894684151020974,510.82481751824815,516.0,318.0,511.0,511.0,511.0,512.0,4.779540455089196,1644.0,48.14761472749392,446.8123,2.318187,50.2249615,52.93262179999999,53.830474249999995,59.465829879999966,18.816369412049692
421,44426.96247076544,110.743119,72454.41402499999,55714.185973,62914.22274609999,64240.72733999999,68954.66332977,20160.36960708737,24.208691280285034,16.413671,25.419579,24.558317,24.821837,24.8650837,24.9158818,1.3612825374316893,56771.39735744299,8549.631126999999,84597.980386,68326.821952,75481.1863043,76752.97033209998,81376.49061758,20462.15908837159,5.756120678926841,2940.9059658308483,41.47789758339797,39.33975460411834,60.924822972265005,40.719402720240154,41.929676678379785,46.61129056785369,57.923569780704135,3.04277862141039,profile,genai_perf_config.yaml,False,5000.050475059383,5001.0,5000.0,5000.0,5000.0,5000.85,5001.0,0.21892310924789024,510.91805225653206,514.0,499.0,511.0,511.0,511.0,512.0,0.5831619985125573,1684.0,45.62435805047506,347.086322,2.218464,49.5285635,52.64555489999999,53.5637116,56.0395326,18.953929290893715
431,45182.7612375116,622.6593849999999,71414.67164,59260.291565,63617.7532644,65025.789394499996,69225.33030973,21332.11631366467,24.255120497099767,15.370132,25.021048999999998,24.643404,24.823598,24.836265100000002,24.8630405,1.1531090086626516,57551.64898963051,8461.426715,83712.29913099999,71814.22853749999,76167.5283818,77647.48327155,81549.56296003998,21556.79910980945,5.7367789244740806,2931.211184577612,41.344056792560394,39.96634993201124,65.06124996193917,40.57880964824203,43.66481722214743,45.618210027564565,50.98765313931059,2.45526533078299,profile,genai_perf_config.yaml,False,5000.051044083527,5001.0,5000.0,5000.0,5000.0,5001.0,5001.0,0.22008767585578987,510.95069605568443,514.0,508.0,511.0,511.0,511.0,512.0,0.3992518850433402,1724.0,45.48774766183294,317.22198099999997,0.005365,49.470081,52.6772679,53.5997856,57.26121432,22.42738979338421
441,46138.65165693084,911.603171,76472.99984799999,60109.324571,66113.5414269,68138.33244094999,72511.75791536999,22449.877401551083,24.271341042517005,14.946862,25.359157,24.703879,24.8727654,24.9025688,24.939634859999998,1.2793682173388417,58515.020154296486,8519.55609,88504.881772,72688.09807349999,78564.8173311,80401.1722162,84552.02823526999,22631.329093847315,5.718183771785041,2921.5251168701734,41.34427149322104,39.43348747752143,66.90367516606496,40.4794728795595,42.6580422372643,47.34418878865038,53.50382634909576,2.74285265175948,profile,genai_perf_config.yaml,False,5000.050453514739,5001.0,5000.0,5000.0,5000.0,5000.85,5001.0,0.21887886510507912,510.9183673469388,514.0,504.0,511.0,511.0,511.0,512.0,0.5228589307146897,1764.0,43.69710550396825,59.247116999999996,0.001612,49.880095,52.766666,53.489152049999994,55.557330859999986,11.986048554263865
451,46788.12012607317,394.810165,76611.010937,62058.3359395,67156.8825734,68914.47350464998,72935.12500511999,23114.722998326557,24.236643110864744,14.542095,25.124008,24.5569645,24.8255296,24.86106085,24.951803879999996,1.2509576918096128,59143.1410071031,7811.278867,89244.36753199999,74617.009958,79630.5997303,81323.5715583,85293.39569163,23289.99572258865,5.7474542111129265,2935.633304434587,41.40232170310849,39.802566533174165,68.76588276998604,40.721645380887104,42.810993757772806,44.783698882725076,56.130276008711895,2.778312065478822,profile,genai_perf_config.yaml,False,5000.050997782705,5001.0,5000.0,5000.0,5000.0,5001.0,5001.0,0.21999320185920107,510.7710643015521,517.0,321.0,511.0,511.0,511.0,512.0,4.834767009690738,1804.0,44.90923502050998,319.091338,0.007574,49.8544445,52.60207679999999,53.39991429999999,57.23125416,12.487060115601125
461,48985.960833397505,669.253908,75973.556149,63188.2572975,67969.8336786,70264.0369013,75365.1467647,23336.74836352792,24.22411617407809,13.345232999999999,25.242493,24.521822999999998,24.7579967,24.8157203,24.91554241,1.2072091851105329,61332.258115485354,7475.322832999999,88512.777627,75628.656024,80393.8169858,82720.7396468,87860.50842311999,23526.25878531084,5.7673259853810235,2945.2207530182063,41.43103329243847,39.61573842963926,74.93312406010446,40.780002368507525,42.188661164948535,43.32598303931486,62.23921005934569,3.044178442299807,profile,genai_perf_config.yaml,False,5000.050433839479,5001.0,5000.0,5000.0,5000.0,5000.85,5001.0,0.21883845026585136,510.67353579175705,518.0,158.0,511.0,511.0,511.0,512.0,8.44419824657503,1844.0,45.77685742190889,316.885658,0.001772,48.4288575,52.5366926,53.8181905,61.860005689999994,26.402276719179778
471,51350.59207092622,1118.467658,79316.164765,65896.1471665,72058.5163503,74855.32711755,78546.00827107002,23927.27893624932,24.28279631794055,15.937002999999999,25.331401,24.6336625,24.8403643,24.8762228,24.956518629999998,1.0959311212532195,63730.511888830675,9246.339074,91802.396391,78497.032442,84494.79982279999,87060.44345459998,90912.16206776003,24062.267996943694,5.751851103247278,2938.163999920241,41.28411879500634,39.47669534740696,62.74705476305676,40.59485673331648,43.11347503098821,45.5455777081365,49.934271959887454,2.2966438346288562,profile,genai_perf_config.yaml,False,5000.05042462845,5001.0,5000.0,5000.0,5000.0,5000.85,5001.0,0.21881952676983582,510.82059447983016,515.0,313.0,511.0,511.0,511.0,512.0,4.595839582981117,1884.0,44.25599220116772,341.118602,4.685293,49.012491499999996,52.8034256,53.7972557,56.72429016000002,12.563640252017462
481,52214.92646159303,719.244112,78471.72657299999,66959.3873125,72236.42498,74626.9813406,75783.64508952,23796.518060043145,24.345501776507277,16.278918,25.254827,24.622297999999997,24.8444747,24.87124575,24.9541437,1.1519549538704061,64629.37031651923,9021.492280999999,90886.374946,79516.444133,84668.58377069999,87111.18978079999,88423.10991038001,24030.568647812062,5.814915650973843,2971.0078418034636,41.19444620771698,39.59639082065381,61.4291441237065,40.61359345503847,41.539150655189395,42.896143326546415,54.628719095469506,2.52704246167526,profile,genai_perf_config.yaml,False,5000.050935550936,5001.0,5000.0,5000.0,5000.0,5001.0,5001.0,0.21986614242862138,510.9287941787942,514.0,503.0,511.0,511.0,511.0,512.0,0.5093944891529738,1924.0,45.41158223960498,60.013545,0.007303,49.365143499999995,52.7603799,53.71362925,56.814511409999994,10.170052544759207
491,55669.77260407026,757.184932,83972.74382199999,69684.23572299999,74207.2079051,76179.3078028,78598.75536917,24079.19318260345,24.293402600305498,13.893592,25.182986999999997,24.641683,24.8136571,24.842336749999998,24.881068449999997,1.209304885956667,68050.2969971619,7829.02322,96323.16411,82241.0453395,86710.05925019999,88741.86234194999,91126.71435553,24300.110082544543,5.734628364489245,2928.065036496946,41.292164064755504,39.70934821989147,71.97562732517264,40.58164371353372,42.48222034009742,45.04056097768493,54.53472429364704,2.601345835043003,profile,genai_perf_config.yaml,False,5000.050407331975,5001.0,5000.0,5000.0,5000.0,5000.85,5001.0,0.21878398675100916,510.5936863543788,516.0,155.0,511.0,511.0,511.0,512.0,10.909500001395351,1964.0,44.9822608778004,91.20324099999999,0.009061999999999999,49.7453775,52.717867299999995,53.625312599999994,56.79391627999998,10.325944817303226
501,57338.09666303991,90.271701,84247.97973199999,70514.78624049999,75933.53701039999,76904.5219516,79405.01280686,24243.118893934232,24.260370223552894,7.592324,25.437351,24.650256499999998,24.8701498,24.8926536,24.98591739,1.4628110349654464,69708.79253241466,3975.513325,96084.791357,83133.5147585,88442.6999721,89516.60361914999,91606.40200986998,24546.442824470072,5.697621796667789,2910.998563782255,41.47440755409201,39.31226958341692,131.71197646465035,40.567529186752935,42.653659748553444,45.27554358922871,61.49167527083558,4.592387455563527,profile,genai_perf_config.yaml,False,5000.050898203593,5001.0,5000.0,5000.0,5000.0,5001.0,5001.0,0.21978984613452643,510.9146706586826,514.0,505.0,511.0,511.0,511.0,512.0,0.4793170679353459,2004.0,45.51272225399201,332.228257,0.002548,50.0876685,52.7887645,53.5148264,56.95483478,16.919232585680597
